udp,4109052002110,4109114451401,2000,
rmi,4117177964479,4119014251895,2000,
udp,4119081213333,4119135661640,2000,
rmi,4127198604600,4128990115505,2000,
udp,4129055400406,4129138622581,3000,
rmi,4137200525937,4139597253555,3000,
udp,4139664267042,4139754227422,3000,
rmi,4147816298112,4150069423911,3000,
udp,4150136353370,4150228265301,3000,
rmi,4158290044214,4160738050345,3000,
udp,4160804713595,4160890517440,3000,
rmi,4168953390323,4171182839594,3000,
udp,4171249606406,4171322925284,3000,
rmi,4179385718998,4181862867293,3000,
udp,4181929680108,4182003672893,3000,
rmi,4190066176980,4192504398380,3000,
udp,4192570174087,4192645051901,3000,
rmi,4200706443295,4203187713606,3000,
udp,4203254369688,4203351951701,3000,
rmi,4211413607248,4213613842970,3000,
udp,4213679909926,4213762327316,3000,
rmi,4221825322992,4224167944466,3000,
udp,4224234018950,4224307363086,3000,
rmi,4232370226419,4234533172857,3000,
udp,4234600786291,4234676134035,3000,
rmi,4242738168490,4245227667885,3000,
udp,4245294523586,4245385813335,3000,
rmi,4253448733305,4255648125609,3000,
udp,4255714351496,4255806708575,4000,
rmi,4263869962307,4266925209399,4000,
udp,4266992466420,4267113271036,4000,
rmi,4275175239351,4277937121787,4000,
udp,4278004161900,4278127975021,4000,
rmi,4286191605560,4289212370060,4000,
udp,4289279499791,4289388539680,4000,
rmi,4297450697389,4300395061820,4000,
udp,4300461830966,4300583402866,4000,
rmi,4308646342426,4311843536040,4000,
udp,4311909829922,4312013270578,4000,
rmi,4320076419137,4322951962627,4000,
udp,4323019289349,4323144202713,4000,
rmi,4331206616097,4334355662274,4000,
udp,4334421561201,4334519842668,4000,
rmi,4342583103808,4345369430549,4000,
udp,4345438686443,4345555249698,4000,
rmi,4353617844157,4356630610095,4000,
udp,4356696808593,4356817049124,4000,
rmi,4364879282538,4367648609632,4000,
udp,4367715631689,4367846801059,4000,
rmi,4375909212682,4379034274591,4000,
udp,4379101965547,4379194624750,4000,
rmi,4387256991183,4389986360516,4000,
udp,4390052888734,4390175165175,5000,
rmi,4398237023215,4401638734166,5000,
udp,4401705571805,4401855016373,5000,
rmi,4409917427174,4413090573573,5000,
udp,4413156922002,4413304541799,5000,
rmi,4421366424561,4424922817816,5000,
udp,4424990087239,4425124186841,5000,
rmi,4433187012135,4436468956004,5000,
udp,4436535182484,4436665426721,5000,
rmi,4444728638257,4448379354002,5000,
udp,4448446618133,4448574420132,5000,
rmi,4456638438787,4460056952371,5000,
udp,4460123104607,4460287902854,5000,
rmi,4468352204636,4471950734937,5000,
udp,4472018024287,4472186324440,5000,
rmi,4480248627130,4483465541999,5000,
udp,4483532004764,4483652187418,5000,
rmi,4491716330308,4495364228282,5000,
udp,4495431961998,4495600233670,5000,
rmi,4503663490897,4506997755874,5000,
udp,4507065532868,4507230182068,5000,
rmi,4515293024547,4518822104280,5000,
udp,4518890112130,4519040989082,5000,
rmi,4527103712239,4530342310005,5000,
